date,frequency
4/01/2010,3
5/01/2010,1
6/01/2010,2
7/01/2010,2
8/01/2010,1
9/01/2010,0
10/01/2010,0
11/01/2010,1
12/01/2010,2
13/01/2010,2
14/01/2010,1
15/01/2010,2
16/01/2010,1
17/01/2010,2
18/01/2010,2
19/01/2010,3
20/01/2010,2
21/01/2010,4
22/01/2010,2
23/01/2010,0
24/01/2010,1
25/01/2010,1
26/01/2010,0
27/01/2010,9
28/01/2010,2
29/01/2010,0
30/01/2010,1
31/01/2010,0
1/02/2010,0
2/02/2010,1
3/02/2010,0
4/02/2010,0
5/02/2010,1
6/02/2010,0
7/02/2010,0
8/02/2010,0
9/02/2010,1
10/02/2010,1
11/02/2010,0
12/02/2010,0
13/02/2010,1
14/02/2010,1
15/02/2010,0
16/02/2010,0
17/02/2010,3
18/02/2010,2
19/02/2010,0
20/02/2010,0
21/02/2010,0
22/02/2010,2
23/02/2010,1
24/02/2010,2
25/02/2010,1
26/02/2010,1
27/02/2010,1
28/02/2010,1
1/03/2010,1
2/03/2010,0
3/03/2010,2
4/03/2010,1
5/03/2010,0
6/03/2010,0
7/03/2010,0
8/03/2010,1
9/03/2010,0
10/03/2010,1
11/03/2010,2
12/03/2010,0
13/03/2010,0
14/03/2010,0
15/03/2010,0
16/03/2010,0
17/03/2010,1
18/03/2010,6
19/03/2010,2
20/03/2010,3
21/03/2010,8
22/03/2010,0
23/03/2010,2
24/03/2010,1
25/03/2010,0
26/03/2010,0
27/03/2010,0
28/03/2010,0
29/03/2010,1
30/03/2010,1
31/03/2010,0
1/04/2010,0
2/04/2010,0
3/04/2010,0
4/04/2010,0
5/04/2010,1
6/04/2010,2
7/04/2010,1
8/04/2010,0
9/04/2010,0
10/04/2010,1
11/04/2010,0
12/04/2010,0
13/04/2010,0
14/04/2010,1
15/04/2010,0
16/04/2010,1
17/04/2010,0
18/04/2010,0
19/04/2010,1
20/04/2010,2
21/04/2010,0
22/04/2010,1
23/04/2010,0
24/04/2010,1
25/04/2010,0
26/04/2010,2
27/04/2010,0
28/04/2010,0
29/04/2010,0
30/04/2010,1
1/05/2010,2
2/05/2010,1
3/05/2010,1
4/05/2010,0
5/05/2010,1
6/05/2010,0
7/05/2010,0
8/05/2010,0
9/05/2010,0
10/05/2010,2
11/05/2010,1
12/05/2010,2
13/05/2010,0
14/05/2010,0
15/05/2010,0
16/05/2010,0
17/05/2010,2
18/05/2010,0
19/05/2010,0
20/05/2010,1
21/05/2010,1
22/05/2010,0
23/05/2010,0
24/05/2010,0
25/05/2010,0
26/05/2010,1
27/05/2010,2
28/05/2010,1
29/05/2010,0
30/05/2010,0
31/05/2010,1
1/06/2010,0
2/06/2010,4
3/06/2010,0
4/06/2010,2
5/06/2010,0
6/06/2010,0
7/06/2010,1
8/06/2010,0
9/06/2010,1
10/06/2010,1
11/06/2010,2
12/06/2010,1
13/06/2010,0
14/06/2010,1
15/06/2010,6
16/06/2010,2
17/06/2010,1
18/06/2010,0
19/06/2010,0
20/06/2010,1
21/06/2010,1
22/06/2010,2
23/06/2010,1
24/06/2010,1
25/06/2010,0
26/06/2010,0
27/06/2010,0
28/06/2010,1
29/06/2010,0
30/06/2010,0
1/07/2010,3
2/07/2010,1
3/07/2010,1
4/07/2010,2
5/07/2010,0
6/07/2010,1
7/07/2010,0
8/07/2010,1
9/07/2010,1
10/07/2010,0
11/07/2010,0
12/07/2010,0
13/07/2010,2
14/07/2010,1
15/07/2010,2
16/07/2010,1
17/07/2010,1
18/07/2010,0
19/07/2010,0
20/07/2010,1
21/07/2010,3
22/07/2010,1
23/07/2010,0
24/07/2010,0
25/07/2010,0
26/07/2010,3
27/07/2010,2
28/07/2010,1
29/07/2010,0
30/07/2010,0
31/07/2010,0
1/08/2010,0
2/08/2010,2
3/08/2010,0
4/08/2010,2
5/08/2010,3
6/08/2010,0
7/08/2010,0
8/08/2010,0
9/08/2010,3
10/08/2010,2
11/08/2010,0
12/08/2010,2
13/08/2010,0
14/08/2010,2
15/08/2010,0
16/08/2010,0
17/08/2010,0
18/08/2010,0
19/08/2010,0
20/08/2010,1
21/08/2010,1
22/08/2010,0
23/08/2010,0
24/08/2010,1
25/08/2010,1
26/08/2010,0
27/08/2010,1
28/08/2010,0
29/08/2010,1
30/08/2010,1
31/08/2010,6
1/09/2010,0
2/09/2010,0
3/09/2010,1
4/09/2010,0
5/09/2010,1
6/09/2010,2
7/09/2010,1
8/09/2010,1
9/09/2010,2
10/09/2010,0
11/09/2010,3
12/09/2010,0
13/09/2010,0
14/09/2010,2
15/09/2010,0
16/09/2010,2
17/09/2010,3
18/09/2010,1
19/09/2010,0
20/09/2010,0
21/09/2010,2
22/09/2010,1
23/09/2010,1
24/09/2010,0
25/09/2010,1
26/09/2010,0
27/09/2010,2
28/09/2010,2
29/09/2010,0
30/09/2010,0
1/10/2010,0
2/10/2010,1
3/10/2010,0
4/10/2010,0
5/10/2010,1
6/10/2010,2
7/10/2010,1
8/10/2010,2
9/10/2010,2
10/10/2010,5
11/10/2010,1
12/10/2010,4
13/10/2010,2
14/10/2010,3
15/10/2010,0
16/10/2010,3
17/10/2010,7
18/10/2010,0
19/10/2010,1
20/10/2010,0
21/10/2010,2
22/10/2010,1
23/10/2010,2
24/10/2010,2
25/10/2010,2
26/10/2010,2
27/10/2010,2
28/10/2010,2
29/10/2010,2
30/10/2010,4
31/10/2010,1
1/11/2010,6
2/11/2010,7
3/11/2010,2
4/11/2010,1
5/11/2010,1
6/11/2010,0
7/11/2010,1
8/11/2010,0
9/11/2010,0
10/11/2010,0
11/11/2010,1
12/11/2010,1
13/11/2010,1
14/11/2010,0
15/11/2010,0
16/11/2010,0
17/11/2010,1
18/11/2010,1
19/11/2010,2
20/11/2010,0
21/11/2010,1
22/11/2010,0
23/11/2010,0
24/11/2010,0
25/11/2010,0
26/11/2010,0
27/11/2010,0
28/11/2010,0
29/11/2010,0
30/11/2010,0
1/12/2010,3
2/12/2010,1
3/12/2010,0
4/12/2010,0
5/12/2010,0
6/12/2010,0
7/12/2010,2
8/12/2010,0
9/12/2010,2
10/12/2010,1
11/12/2010,1
12/12/2010,0
13/12/2010,2
14/12/2010,0
15/12/2010,1
16/12/2010,0
17/12/2010,0
18/12/2010,3
19/12/2010,0
20/12/2010,0
21/12/2010,0
22/12/2010,2
23/12/2010,1
24/12/2010,0
25/12/2010,1
26/12/2010,0
27/12/2010,0
28/12/2010,0
29/12/2010,0
30/12/2010,0
31/12/2010,0
1/01/2011,1
2/01/2011,0
3/01/2011,0
4/01/2011,0
5/01/2011,1
6/01/2011,1
7/01/2011,2
8/01/2011,2
9/01/2011,0
10/01/2011,1
11/01/2011,0
12/01/2011,1
13/01/2011,0
14/01/2011,1
15/01/2011,1
16/01/2011,0
17/01/2011,0
18/01/2011,1
19/01/2011,3
20/01/2011,2
21/01/2011,0
22/01/2011,2
23/01/2011,0
24/01/2011,0
25/01/2011,26
26/01/2011,0
27/01/2011,0
28/01/2011,0
29/01/2011,1
30/01/2011,0
31/01/2011,0
1/02/2011,0
2/02/2011,0
3/02/2011,1
4/02/2011,1
5/02/2011,1
6/02/2011,0
7/02/2011,2
8/02/2011,0
9/02/2011,0
10/02/2011,0
11/02/2011,3
12/02/2011,1
13/02/2011,0
14/02/2011,2
15/02/2011,0
16/02/2011,0
17/02/2011,0
18/02/2011,0
19/02/2011,0
20/02/2011,0
21/02/2011,0
22/02/2011,1
23/02/2011,1
24/02/2011,0
25/02/2011,0
26/02/2011,1
27/02/2011,0
28/02/2011,1
1/03/2011,0
2/03/2011,0
3/03/2011,1
4/03/2011,1
5/03/2011,1
6/03/2011,0
7/03/2011,2
8/03/2011,0
9/03/2011,1
10/03/2011,0
11/03/2011,4
12/03/2011,1
13/03/2011,0
14/03/2011,1
